"","road","par17nm","ave"
"1665","Holmeside","Lisvane",0.2285
"1666","Holmsview Close","Rumney",0.185028260869565
"1667","Holmwood Close","Cyncoed",0.230984615384615
"1668","Homelands Road","Heath",0.128627083333333
"1669","Honeysuckle Close","Fairwater",0.149803548387097
"1670","Honiton Road","Llanrumney",0.0823102898550725
"1671","Horle Close","Grangetown",0.1233978125
"1672","Hornbeam Close","Trowbridge",0.119263333333333
"1673","Hornchurch Close","Fairwater",0.27849
"1674","Horwood Close","Splott",0.1082259375
"1675","Hotham Close","Pontprennau",0.169737272727273
"1676","Housman Close","Llanrumney",0.195793684210526
"1677","Howard Gardens","Adamsdown",0.219264705882353
"1678","Howard Place","Adamsdown",0.247416666666667
"1679","Howard Street","Splott",0.00556615384615385
"1680","Howard Terrace","Adamsdown",0.15637
"1681","Howardian Close","Penylan",0.129597777777778
"1682","Howell's Crescent","Llandaff",0.225207727272727
"1683","Howell Road","Ely",0.141382580645161
"1684","Hughs Close","Llandaff",0.067482
"1685","Hugon Drive","Penylan",0.176981666666667
"1686","Hunt Close","Llanishen",0.176718
"1687","Hunter Street","Butetown",0.0355457142857143
"1688","Hunters Ridge","Cyncoed",0.298988
"1689","Huntingdon Drive","Pontprennau",0.471114186046512
"1690","Huntsmead Close","Thornhill",0.184667777777778
"1691","Hurford Place","Cyncoed",0.132876129032258
"1692","Huron Crescent","Cyncoed",0.177227142857143
"1693","Hydrangea Close","Pentwyn",0.189755
"1694","Hyssop Close","Pontprennau",0.127242727272727
"1695","Idencroft Close","Pontprennau",0.139682
"1696","Iestyn Street","Pontcanna",0.0474555555555556
"1697","Iestynian Avenue","Pontcanna",0.00559
"1698","Ilchester Road","Llanrumney",0.0639597777777778
"1699","Ilfracombe Crescent","Llanrumney",0.210603787878788
"1700","Illtyd Road","Ely",0.067472972972973
"1701","Ilton Road","Penylan",0.247224583333333
"1702","Inchmarnock Street","Splott",0.00851636363636364
"1703","Inglefield Avenue","Gabalfa",0.08812
"1704","Insole Close","Llandaff",0.3469275
"1705","Insole Gardens","Llandaff",0.264623043478261
"1706","Insole Grove East","Llandaff",0.28011625
"1707","Insole Grove West","Llandaff",0.3028953125
"1708","Instow Place","Llanrumney",0.115654666666667
"1709","Inverness Place","Roath",0.0119717647058824
"1710","Ipswich Road","Penylan",0.0496872641509434
"1711","Ireland Close","Trowbridge",0.11991
"1712","Ireton Close","Pontprennau",0.235717142857143
"1713","Iron Street","Adamsdown",0.0119595
"1714","Ivy Street","Canton",0.0140411111111111
"1715","Ivydale","Lisvane",0.241282264150943
"1716","Jackson Road","Ely",0.0829291891891892
"1717","Jade Close","Lisvane",0.213002222222222
"1718","James Court","Trowbridge",0.0666992592592593
"1719","James Street","Butetown",0.0937254
"1720","Janet Street","Splott",0.00488854545454545
"1721","Jasmine Drive","Trowbridge",0.130876818181818
"1722","Jasper Close","Llandaff",0.188318
"1723","Jaycroft Close","Pontprennau",0.053635
"1724","Jellicoe Gardens","Cyncoed",0.242119487179487
"1725","Jenkins Way","Trowbridge",0.269518235294118
"1726","Jestyn Close","Ely",0.0686121739130435
"1727","Jevan Close","Llandaff",0.153865882352941
"1728","Jim Driscoll Way","Grangetown",0.135519
"1729","Jindabyne Court","Old St. Mellons",0.80800125
"1730","John Morgan Close","Llandaff",0.24047125
"1731","John Street","Butetown",0.078204375
"1732","Johns Lane","Llandaff North",0.183061428571429
"1733","Johnston Road","Llanishen",0.177678137254902
"1734","Jonquil Close","Trowbridge",0.226296
"1735","Jubilee Gardens","Heath",0.1716
"1736","Jubilee Street","Grangetown",0.0437027272727273
"1737","Junction Terrace","Radyr and Morganstown",0.260501578947368
"1738","Justin Close","Cyncoed",0.406093333333333
"1739","Kames Place","Adamsdown",0.113862142857143
"1740","Kane Close","Llanishen",0.14962
"1741","Keen Road","Splott",0.157635
"1742","Kelston Close","Whitchurch",0.103315
"1743","Kelston Place","Whitchurch",0.0650117647058824
"1744","Kelston Road","Whitchurch",0.178023529411765
"1745","Kelvin Road","Roath",0.120112
"1746","Kember Close","Trowbridge",0.106883846153846
"1747","Kemys Place","Llandaff North",0.101416666666667
"1748","Kenfig Road","Whitchurch",0.102093
"1749","Kenley Close","Fairwater",0.088794
"1750","Kenmare Mews","Pontprennau",0.207216363636364
"1751","Kenmuir Road","Tremorfa",0.088669375
"1752","Kennerleigh Road","Llanrumney",0.150506666666667
"1753","Kennilworth Court","Fairwater",0.0539553846153846
"1754","Kennington Close","Thornhill",0.258395625
"1755","Kensington Avenue","Canton",0.0180729411764706
"1756","Kent Street","Grangetown",0.0177020588235294
"1757","Kenwood Road","Ely",0.0641130555555556
"1758","Kenyon Road","Tremorfa",0.100992592592593
"1759","Keppoch Street","Roath",0.0228510447761194
"1760","Kerrigan Close","Fairwater",0.203561428571429
"1761","Kerrycroy Street","Splott",0.00303
"1762","Kestell Drive","Grangetown",0.119324444444444
"1763","Kestrel Close","Pentwyn",0.342195
"1764","Keswick Avenue","Cyncoed",0.227374615384615
"1765","Kewstoke Avenue","Llanrumney",0.1133690625
"1766","Kewstoke Place","Llanrumney",0.28116375
"1767","Keyes Avenue","Cyncoed",0.5143585
"1768","Keynsham Road","Heath",0.183224230769231
"1769","Keyston Road","Fairwater",0.101537678571429
"1770","Kilcattan Street","Splott",0.00529272727272727
"1771","Kilgetty Close","Caerau",0.110918666666667
"1772","Kimberley Road","Penylan",0.195891397849462
"1773","Kimberley Terrace","Llanishen",0.113498
"1774","Kincraig Street","Roath",0.0378779166666667
"1775","King's Avenue","Radyr and Morganstown",0.306971818181818
"1776","King's Road","Pontcanna",0.0766765384615385
"1777","King's Road","Radyr and Morganstown",0.275787906976744
"1778","King's Road","Riverside",5e-06
"1779","King Edward VII Avenue","Castle",0.350073636363636
"1780","King George V Drive","Heath",0.264851458333333
"1781","King George V Drive East","Heath",0.442878554216867
"1782","King George V Drive North","Heath",0.231771473684211
"1783","King George V Drive West","Heath",0.2818733
"1784","King Wood Close","Penylan",0.144732142857143
"1785","Kingarth Street","Splott",0.00747777777777778
"1786","Kingfisher Close","Trowbridge",0.166699333333333
"1787","Kingsland Road","Canton",0.017478
"1788","Kingsland Road","Whitchurch",0.136091515151515
"1789","Kingston Road","Riverside",0.0504514285714286
"1790","Kingsway","Castle",0.0899304
"1791","Kinsale Close","Pontprennau",0.156728333333333
"1792","Kipling Close","Llanrumney",0.10738875
"1793","Kirkwall Court","Tremorfa",0.0590914285714286
"1794","Kirton Close","Fairwater",0.2070509375
"1795","Kitchener Road","Riverside",0.095302
"1796","Knightswell Close","Caerau",0.258394666666667
"1797","Knightswell Road","Caerau",0.140329655172414
"1798","Knole Close","Pontprennau",0.094895
"1799","Knox Road","Adamsdown",0.126904444444444
"1800","Kyle Avenue","Heath",0.0859701612903226
"1801","Kyle Crescent","Heath",0.210307045454545
"1802","Kyveilog Street","Pontcanna",0.0977330769230769
"1803","Lôn Ganol","Rhiwbina",0.327585
"1804","Lôn Penllyn","Rhiwbina",0.171961363636364
"1805","Lôn Tŷ'n y Cae","Rhiwbina",0.132792222222222
"1806","Lôn y Ffin","Ely",0.11800375
"1807","Lôn yr Efail","Caerau",0.0181322727272727
"1808","Laburnum Place","Fairwater",0.09740125
"1809","Lady Margaret Terrace","Splott",0.037222380952381
"1810","Lady Mary Road","Penylan",0.207354032258065
"1811","Ladysmith Road","Penylan",0.0866738461538462
"1812","Lake Road East","Cyncoed",0.414803111111111
"1813","Lake Road East","Penylan",0.431078888888889
"1814","Lake Road East","Roath",0.403733333333333
"1815","Lake Road North","Cyncoed",0.260566603773585
"1816","Lake Road West","Cyncoed",0.371848466666667
"1817","Lake Road West","Roath",0.183604666666667
"1818","Lake View Close","Cyncoed",0.238614545454545
"1819","Lakeside Drive","Cyncoed",0.197408571428571
"1820","Laleston Close","Caerau",0.03303625
"1821","Lamberton Street","Splott",0.11545375
"1822","Lambourne Crescent","Llanishen",0.076012380952381
"1823","Lamby Way","Rumney",0.0929620454545454
"1824","Lamby Way Workshops","Rumney",0.0819269696969697
"1825","Landwade Close","Fairwater",0.110085806451613
"1826","Langdale Close","Penylan",0.119583333333333
"1827","Langham Way","Grangetown",0.2027875
"1828","Langland Road","Rumney",0.232893636363636
"1829","Langport Avenue","Llanrumney",0.113885625
"1830","Lanhydrock Close","Trowbridge",0.289107142857143
"1831","Lansdowne Avenue","Rhiwbina",0.126746153846154
"1832","Lansdowne Avenue East","Canton",0.317379090909091
"1833","Lansdowne Avenue West","Canton",0.395033623188406
"1834","Lansdowne Road","Canton",0.0343363068181818
"1835","Larch Grove","Lisvane",0.3338024
"1836","Lascelles Drive","Pontprennau",0.199228924731183
"1837","Latteys Close","Heath",0.125288571428571
"1838","Laugharne Avenue","Rumney",0.163296363636364
"1839","Laugharne Road","Rumney",0.161206923076923
"1840","Launcelot Crescent","Thornhill",0.278951578947368
"1841","Laureate Close","Llanrumney",0.0509871428571429
"1842","Laurel Court","Fairwater",0.24312
"1843","Lauriston Close","Caerau",0.16943
"1844","Lauriston Park","Caerau",0.118489433962264
"1845","Lavender Grove","Fairwater",0.197922926829268
"1846","Lawrenny Avenue","Canton",0.153846493506494
"1847","Laytonia Avenue","Gabalfa",0.0647533333333333
"1848","Leacroft Place","Pontprennau",0.0526683333333333
"1849","Lead Street","Adamsdown",0.00635833333333333
"1850","Leamington Road","Rhiwbina",0.140915757575758
"1851","Leckwith Avenue","Canton",0.3934
"1852","Leckwith Avenue","Grangetown",0.07366
"1853","Leckwith Close","Canton",0.1409745
"1854","Leckwith Place","Canton",0.02346125
"1855","Leckwith Place","Riverside",0.01973
"1856","Leckwith Road","Canton",0.269540769230769
"1857","Leckwith Road","Grangetown",0.145444166666667
"1858","Leckwith Road","Riverside",0.0971104347826087
"1859","Lee Close","Llanedeyrn",0.222528
"1860","Lee Court","Rhiwbina",0.207291
"1861","Letterston Road","Rumney",0.102279420289855
"1862","Letton Road","Butetown",0.206551724137931
"1863","Letty Street","Cathays",0.0139064285714286
"1864","Leven Close","Cyncoed",0.141311666666667
"1865","Lewis Road","Splott",0.144123731343284
"1866","Lewis Street","Riverside",0.0597072222222222
"1867","Library Street","Canton",0.067291
"1868","Liddell Close","Pontprennau",0.15974
"1869","Lilac close","Fairwater",0.0645030769230769
"1870","Lilburne Close","Pontprennau",0.250041
"1871","Lily Street","Roath",0.0524872222222222
"1872","Lime Close","Radyr and Morganstown",0.396432941176471
"1873","Lime Grove","Fairwater",0.0544544444444444
"1874","Limebourne Court","Whitchurch",0.350174193548387
"1875","Limeslade Close","Fairwater",0.0668885
"1876","Limewood Close","Trowbridge",0.192443157894737
"1877","Lincoln Court","Llanedeyrn",0.365490833333333
"1878","Lincoln Street","Canton",0.0103105882352941
"1879","Linden Avenue","Penylan",0.334666666666667
"1880","Linden Grove","Rumney",0.0906177419354839
"1881","Lindway Court","Canton",0.17975125
"1882","Lingholm Close","Trowbridge",0.177825714285714
"1883","Linnet Close","Pentwyn",0.357745
"1884","Lionel Road","Canton",0.00689882352941176
"1885","Lisnagarvey Court","Rhiwbina",0.23373875
"1886","Lisvane Road","Lisvane",0.501310952380952
"1887","Lisvane Road","Llanishen",0.507549076923077
"1888","Lisvane Street","Cathays",0.00577571428571429
"1889","Little Mill","Whitchurch",0.168065
"1890","Littlecroft Avenue","Caerau",0.0762715384615385
"1891","Littleton Street","Riverside",0.028192
"1892","Llanbedr Road","Fairwater",0.0927469444444444
"1893","Llanbleddian Gardens","Cathays",0.310269
"1894","Llanbradach Street","Grangetown",0.0677211111111111
"1895","Llancaiach Road","Whitchurch",0.0824335294117647
"1896","Llandaff Chase","Llandaff",0.460292
"1897","Llandaff Road","Canton",0.224406944444444
"1898","Llandaff Road","Pontcanna",0.134984576271186
"1899","Llandaff Road","Riverside",0.00871
"1900","Llandegfedd Close","Thornhill",0.158206
"1901","Llandennis Avenue","Cyncoed",0.404072376237624
"1902","Llandennis Green","Cyncoed",0.209175555555556
"1903","Llandennis Road","Cyncoed",0.32523
"1904","Llandetty Road","Fairwater",0.0947929411764706
"1905","Llandinam Crescent","Llandaff North",0.218508461538462
"1906","Llandough Street","Cathays",0.039375
"1907","Llandovery Close","Caerau",0.085332
"1908","Llandow Road","Caerau",0.100998571428571
"1909","Llandudno Road","Rumney",0.0751488888888889
"1910","Llanedeyrn Close","Penylan",0.0414353333333333
"1911","Llanedeyrn Drive","Llanedeyrn",0.312178992248062
"1912","Llanedeyrn Drive","Penylan",0.14323
"1913","Llanedeyrn Road","Penylan",0.221163267326733
"1914","Llanewrwg Way","Old St. Mellons",0.477246666666667
"1915","Llanewrwg Way","Trowbridge",0.42388935483871
"1916","Llanfair Road","Pontcanna",0.0499370212765957
"1917","Llangattock Road","Fairwater",0.0981620689655172
"1918","Llangefni Place","Llanishen",0.171052
"1919","Llangorse Road","Cyncoed",0.3493036
"1920","Llangranog Place","Llanishen",0.121963333333333
"1921","Llangranog Road","Llanishen",0.1498777
"1922","Llangwm Place","Rumney",0.059994
"1923","Llangynidr Road","Fairwater",0.0876444444444444
"1924","Llanidloes Road","Llandaff North",0.153256896551724
"1925","Llanina Grove","Trowbridge",0.0983263636363636
"1926","Llanishen Street","Gabalfa",0.0276531578947368
"1927","Llanmaes Street","Grangetown",0.0890442857142857
"1928","Llanmorlais Road","Llandaff North",0.156044074074074
"1929","Llanon Road","Llanishen",0.126606470588235
"1930","Llanover Road","Ely",0.101894084507042
"1931","Llanrumney Avenue","Llanrumney",0.168701271676301
"1932","Llanrumney Avenue","Rumney",0.2136125
"1933","Llansannor Drive","Butetown",0.227642105263158
"1934","Llanstephan Road","Rumney",0.166924
"1935","Llantarnam Drive","Radyr and Morganstown",0.207723516483516
"1936","Llantarnam Road","Gabalfa",0.0964172222222222
"1937","Llantrisant Rise","Llandaff",0.15055
"1938","Llantrisant Road","Fairwater",0.569132987012987
"1939","Llantrisant Road","Llandaff",0.361715722222222
"1940","Llantrisant Street","Cathays",0.0371490697674419
"1941","Llantwit Street","Cathays",0.0384846666666667
"1942","Llanwern Road","Ely",0.204518666666667
"1943","Llewellyn Avenue","Ely",0.0649564556962025
"1944","Lloyd Avenue","Canton",0.09088
"1945","Lloyd Avenue","Llandaff",0.253275
"1946","Lloyd George Avenue","Butetown",0.29130814516129
"1947","Lloyd Place","Trowbridge",0.130214444444444
"1948","Llwyd Coed","Rhiwbina",0.206663333333333
"1949","Llwyn-Y-Grant Road","Penylan",0.224644666666667
"1950","Llwyn-Y-Grant Terrace","Penylan",0.208228947368421
"1951","Llwyn-y-pia Road","Lisvane",0.425882272727273
"1952","Llwyn-Y Grant Place","Penylan",0.3775775
"1953","Llwyn Bryn Melyn","Radyr and Morganstown",0.1902475
"1954","Llwyn Castan","Pentwyn",0.0757155882352941
"1955","Llwyn Drysgol","Radyr and Morganstown",0.244278
"1956","Llwyn Grug","Rhiwbina",0.1506625
"1957","Llwyn Onn","Rhiwbina",0.20742875
"1958","Llwyn Rhosyn","Rhiwbina",0.219093636363636
"1959","Llwynderw Road","Whitchurch",0.0545744
"1960","Llwynfedw Gardens","Heath",0.33312935483871
"1961","Llwynfedw Road","Heath",0.476964545454545
"1962","Llyn Close","Cyncoed",0.08516
"1963","Llys Pum Cyfair","Llandaff North",0.175814
"1964","Llys Tal y Bont Road","Gabalfa",0.4436056
"1965","Llyswen Road","Cyncoed",0.255467419354839
"1966","Lochaber Street","Roath",0.0531772727272727
"1967","Locke Grove","Trowbridge",0.0885218181818182
"1968","Locks Road","Butetown",0.00012
"1969","Lodge Close","Lisvane",0.38818
"1970","Lodwick Rise","Trowbridge",0.156654166666667
"1971","Loftus Street","Canton",0.028137619047619
"1972","Lomond Crescent","Cyncoed",0.153676428571429
"1973","Lon-werdd Close","Ely",0.1424440625
"1974","Lon-y-castell","Caerau",0.05146
"1975","Lon-y-Groes","Heath",0.108595625
"1976","Lon Cae Porth","Rhiwbina",0.236860571428571
"1977","Lon Isa","Rhiwbina",0.339730862068966
"1978","Lon Madoc","Whitchurch",0.13821
"1979","Lon Owain","Caerau",0.071898
"1980","Lon Ucha","Rhiwbina",0.270053333333333
"1981","Lon Y Celyn","Whitchurch",0.112097738095238
"1982","Lon y Dail","Rhiwbina",0.352590975609756
"1983","Lon y Dderwen","Rhiwbina",0.1957
"1984","Lon y Deri","Rhiwbina",0.21989
"1985","Lon Y Mynydd","Rhiwbina",0.284181923076923
"1986","Lon y Nant","Rhiwbina",0.0478457142857143
"1987","Lon y parc","Heath",0.0803172222222222
"1988","Lon y Rhyd","Rhiwbina",0.212678571428571
"1989","Lon Y Winci","Rhiwbina",0.349581666666667
"1990","Lon Ysgybor","Rhiwbina",0.160368571428571
"1991","Long House Close","Lisvane",0.337009
"1992","Longcross Street","Adamsdown",0.0339272727272727
"1993","Longleat Close","Lisvane",0.303925714285714
"1994","Longreach Close","Ely",0.101386666666667
"1995","Longships Road","Butetown",0.00012
"1996","Longspears Avenue","Gabalfa",0.0174766666666667
"1997","Longueil Close","Butetown",0.163389
"1998","Longwood Drive","Whitchurch",0.22472025
"1999","Lonsdale Road","Penylan",0.137997272727273
"2000","Lothian Crescent","Penylan",0.195023703703704
"2001","Loudoun Square","Butetown",0.0674614583333333
"2002","Lougher Close","Fairwater",0.285718333333333
"2003","Louisa Place","Butetown",0.0936281481481481
"2004","Lovage Close","Pontprennau",0.23895962962963
"2005","Lower Acre","Caerau",0.148292
"2006","Lower Cathedral Road","Riverside",0.0296345833333333
"2007","Lowfield Drive","Thornhill",0.158009090909091
"2008","Lowther Road","Cathays",0.110211428571429
"2009","Lowther Road","Roath",0.139761
"2010","Lucas Street","Cathays",0.0740844
"2011","Lucerne Drive","Thornhill",0.321897
"2012","Lucknow Street","Grangetown",0.160243333333333
"2013","Ludlow Close","Grangetown",0.030609
"2014","Ludlow Street","Grangetown",0.00314157894736842
"2015","Lundy Close","Llanishen",0.183885833333333
"2016","Lydford Close","Rhiwbina",0.158751666666667
"2017","Lydstep Crescent","Llandaff North",0.4027996
"2018","Lynch Blosse Close","Llandaff",0.115115714285714
"2019","Lyncroft Close","Old St. Mellons",0.049578
"2020","Lyndhurst Street","Riverside",0.042334347826087
"2021","Lynmouth Crescent","Llanrumney",0.124933333333333
"2022","Lynton Close","Llanrumney",0.0577307692307692
"2023","Lynton Place","Llanrumney",0.1882768
"2024","Lynton Terrace","Llanrumney",0.192166790123457
"2025","Lyon Close","Grangetown",0.0985555555555556
"2026","Lyric Way","Thornhill",0.13381
"2027","Lysander Court","Tremorfa",0.04057
"2028","Lytham Grove","Trowbridge",0.31692375
"2029","Maberly Court","Cyncoed",0.0998875
"2030","Macaulay Avenue","Llanrumney",0.05220575
"2031","Macdonald Close","Ely",0.0554226666666667
"2032","Macdonald Place","Ely",0.1038875
"2033","Macdonald Road","Ely",0.0865995348837209
"2034","Machen Close","Trowbridge",0.0426864285714286
"2035","Machen Place","Riverside",0.04643125
"2036","Machen Street","Grangetown",0.0147166666666667
"2037","Mackintosh Place","Roath",0.00902236842105263
"2038","Madoc Road","Tremorfa",0.121974259259259
"2039","Maelfa","Llanedeyrn",0.11977475
"2040","Maelog Place","Gabalfa",0.1532168
"2041","Maelog Road","Whitchurch",0.0805417647058824
"2042","Maes-y-coed Road","Heath",0.083576875
"2043","Maes Brith Y Garn","Pontprennau",0.116586428571429
"2044","Maes Glas","Whitchurch",0.176912173913043
"2045","Maes y Briallu","Radyr and Morganstown",0.221131111111111
"2046","Maes y Bryn","Pontprennau",0.122007619047619
"2047","Maes y Bryn","Radyr and Morganstown",0.44636625
"2048","Maes y Crochan","Trowbridge",0.172441818181818
"2049","Maes y Crofft","Radyr and Morganstown",0.218227333333333
"2050","Maes y Deri","Rhiwbina",0.291907931034483
"2051","Maes y Felin","Rhiwbina",0.14355
"2052","Maes y Fioled","Radyr and Morganstown",0.195966
"2053","Maes y Gwair","Radyr and Morganstown",0.1735855
"2054","Maes Y Hedydd","Pontprennau",0.124190588235294
"2055","Maes y Llech","Radyr and Morganstown",0.0723980555555555
"2056","Maes y Parc","Rhiwbina",0.102508333333333
"2057","Maes y Wennol","Pontprennau",0.100119
"2058","Maes Yr Annedd","Canton",0.1538765
"2059","Maes yr Awel","Radyr and Morganstown",0.332947714285714
"2060","Maes yr Haf","Rhiwbina",0.16203625
"2061","Maes yr Odyn","Radyr and Morganstown",0.308472666666667
"2062","Maes yr Orchis","Radyr and Morganstown",0.256585555555556
"2063","Mafeking Road","Penylan",0.06598
"2064","Magnolia Close","Pentwyn",0.248522666666667
"2065","Magretion Place","Butetown",0.090288
"2066","Maindy Road","Cathays",0.16641695035461
"2067","Maitland Place","Grangetown",0.0462718181818182
"2068","Maitland Street","Gabalfa",0.0332515384615385
"2069","Major Road","Canton",0.0309435714285714
"2070","Maldwyn Street","Pontcanna",0.0512345
"2071","Malefant Street","Cathays",0.0118507462686567
"2072","Mallard Close","Trowbridge",0.13507
"2073","Malmsmead Road","Llanrumney",0.138164791666667
"2074","Malpas Close","Trowbridge",0.037448
"2075","Malthouse Avenue","Pontprennau",0.282465208333333
"2076","Malvern Drive","Llanishen",0.193310952380952
"2077","Mandeville Place","Riverside",0.04526
"2078","Mandeville Street","Riverside",0.0433385714285714
"2079","Manitoba Close","Cyncoed",0.18194
"2080","Manod Road","Llandaff North",0.075941052631579
"2081","Manor Close","Heath",0.2351525
"2082","Manor Rise","Heath",0.10369
"2083","Manor Rise","Whitchurch",0.141286944444444
"2084","Manor Street","Gabalfa",0.0190178723404255
"2085","Manorbier Crescent","Rumney",0.156354352941176
"2086","Mansell Avenue","Ely",0.0610531111111111
"2087","Mansfield Street","Riverside",0.00512636363636364
"2088","Manston Close","Fairwater",0.232074444444444
"2089","Maple Road","Fairwater",0.162003125
"2090","Maple Tree Close","Radyr and Morganstown",0.136673636363636
"2091","Maplewood Avenue","Llandaff North",0.0952983333333333
"2092","Marchwood Close","Rumney",0.3217475
"2093","Marcross Road","Ely",0.107244418604651
"2094","Mardy Road","Rumney",0.551205172413793
"2095","Mardy Road","Trowbridge",0.513315833333333
"2096","Mardy Street","Grangetown",0.0309187804878049
"2097","Margam Road","Gabalfa",0.077860625
"2098","Marguerites Way","St. Fagans",0.110055957446809
"2099","Maria Street","Butetown",0.112010882352941
"2100","Marion Court","Llanishen",0.39428
"2101","Marion Street","Splott",0.011506049382716
"2102","Marionville Gardens","Fairwater",0.311958095238095
"2103","Mark Street","Riverside",0.00984173913043478
"2104","Market Place","Canton",0.161899411764706
"2105","Market Road","Canton",0.0429146428571429
"2106","Marlborough Road","Penylan",0.214536388888889
"2107","Marlborough Terrace","Cathays",0.175602222222222
"2108","Marle Close","Pentwyn",0.0631917391304348
"2109","Marloes Road","Ely",0.09277
"2110","Marshall Close","Llandaff",0.09550375
"2111","Martin Road","Tremorfa",0.0783721428571429
"2112","Mary Ann Street","Castle",0.0411172727272727
"2113","Mary Street","Llandaff North",0.202574666666667
"2114","Maryport Road","Penylan",0.200341666666667
"2115","Mathias Close","Penylan",0.155561428571429
"2116","Matthewson Close","Llandaff North",0.144994
"2117","Matthysens Way","Trowbridge",0.180473333333333
"2118","Maureen Avenue","Ely",0.0658966666666667
"2119","Mavis Grove","Heath",0.122239230769231
"2120","Maxwell Road","Rumney",0.125201923076923
"2121","May Street","Cathays",0.0110028333333333
"2122","Mayfair","Wenvoe",0.00690555555555556
"2123","Mayfair Drive","Thornhill",0.185486774193548
"2124","Mayfield Avenue","Canton",0.0136738095238095
"2125","Mayflower Avenue","Llanishen",0.0995228358208955
"2126","Mayhill Close","Thornhill",0.289868571428571
"2127","Maynard Court","Llandaff",0.212169411764706
"2128","McCale Avenue","Fairwater",0.259852352941176
"2129","Meadow Close","Cyncoed",0.214546363636364
"2130","Meadow Street","Pontcanna",0.0276908333333333
"2131","Meadow Sweet Drive","Trowbridge",0.148446136363636
"2132","Meadowfield Way","Radyr and Morganstown",0.157445111111111
"2133","Meadowgate Close","Whitchurch",0.126390909090909
"2134","Meadowlark Close","Trowbridge",0.2045325
"2135","Meadvale Court","Rumney",0.309763636363636
"2136","Meadvale Road","Rumney",0.200368918918919
"2137","Meadvale Road","Trowbridge",0.13435
"2138","Meirion Place","Tremorfa",0.1747896
"2139","Meirwen Drive","Caerau",0.243192608695652
"2140","Melbourne Road","Llanishen",0.0956986956521739
"2141","Melin Gruffydd Drive","Whitchurch",0.272936470588235
"2142","Melrose Avenue","Penylan",0.264635483870968
"2143","Melrose Close","Old St. Mellons",0.296958421052632
"2144","Melville Avenue","Old St. Mellons",0.3990685
"2145","Menai Way","Trowbridge",0.0575447368421053
"2146","Mendip Road","Llanrumney",0.217829166666667
"2147","Merches Gardens","Grangetown",0.169537230769231
"2148","Merches Place","Grangetown",0.007245
"2149","Mercia Road","Tremorfa",0.0559261904761905
"2150","Meredith Road","Tremorfa",0.0786131818181818
"2151","Merica Road","Tremorfa",0.0278533333333333
"2152","Merlin Close","Thornhill",0.336352631578947
"2153","Merret Court","Tremorfa",0.09499
"2154","Merthyr Road","Whitchurch",0.178123828125
"2155","Merthyr Street","Cathays",0.00208272727272727
"2156","Mervinian Close","Butetown",0.158443
"2157","Mervyn Road","Tremorfa",0.107372424242424
"2158","Mervyn Road","Whitchurch",0.0890857575757576
"2159","Metal Street","Adamsdown",0.0894968181818182
"2160","Meteor Street","Adamsdown",0.0276370833333333
"2161","Meyrick Road","Ely",0.0592540909090909
"2162","Michaelston Road","Ely",0.311054159292035
"2163","Michaelston Road","St. Fagans",0.599968484848485
"2164","Milestone Close","Heath",0.0729214754098361
"2165","Mill Close","Llanishen",0.215240869565217
"2166","Mill Lane","Castle",0.211199090909091
"2167","Mill Lane","Llanrumney",0.532447142857143
"2168","Mill Lane","Old St. Mellons",0.361471666666667
"2169","Mill Place","Ely",0.480003333333333
"2170","Mill Place","Lisvane",0.432908888888889
"2171","Mill Road","Ely",0.11567625
"2172","Mill Road","Lisvane",0.490665394736842
"2173","Mill Road","Llanishen",0.275468095238095
"2174","Millbrook Park","Lisvane",0.2236964
"2175","Millfield","Lisvane",0.209553636363636
"2176","Millfield Close","Trowbridge",0.178029166666667
"2177","Millgate","Llanishen",0.212436666666667
"2178","Millheath Drive","Lisvane",0.13777303030303
"2179","Millrace Close","Lisvane",0.207180283018868
"2180","Millwood","Lisvane",0.368105098039216
"2181","Milton Place","Fairwater",0.232933666666667
"2182","Milton Street","Roath",0.0974366666666667
"2183","Milverton Road","Llanrumney",0.0901467857142857
"2184","Min-y-Nant","Rhiwbina",0.494169473684211
"2185","Min y Coed","Radyr and Morganstown",0.3093395
"2186","Minafon","Rhiwbina",0.1411225
"2187","Minehead Road","Llanrumney",0.09429
"2188","Minister Street","Cathays",0.003672
"2189","Minny Street","Cathays",0.00941807692307692
"2190","Minsmere Close","Trowbridge",0.296508461538462
"2191","Minster Road","Penylan",0.12495875
"2192","Miskin Street","Cathays",0.0613118571428571
"2193","Mitchell Close","Trowbridge",0.111554782608696
"2194","Miterdale Close","Penylan",0.244752857142857
"2195","Mitre Place","Llandaff",0.184943636363636
"2196","Moira Place","Adamsdown",0.0942126315789474
"2197","Moira Street","Adamsdown",0.00279583333333333
"2198","Moira Terrace","Adamsdown",0.0868310638297872
"2199","Mona Place","Tremorfa",0.135006470588235
"2200","Monkstone Rise","Rumney",0.230977272727273
"2201","Monkton Close","Fairwater",0.05702
"2202","Monmouth Street","Grangetown",0.100137777777778
"2203","Montgomery Street","Roath",0.0708657142857143
"2204","Monthermer Road","Cathays",0.0154558490566038
"2205","Monthermer Road","Roath",0.0775375
"2206","Moor King Close","Trowbridge",0.184838181818182
"2207","Moordale Road","Grangetown",0.0686875
"2208","Moore Close","Ely",0.094826
"2209","Moore Road","Ely",0.175072916666667
"2210","Moorhead Close","Splott",0.0345814285714286
